1,0.0,0.15,baseline,competencia,False
1,0.2,0.18,baseline,competencia,False
1,0.4,1.10,baseline,competencia,True
1,0.6,0.25,baseline,competencia,False
1,60.0,0.20,tarea,competencia,False
1,60.2,1.35,tarea,competencia,True
-1,60.4,1.40,tarea,competencia,True
1,60.6,0.45,tarea,competencia,False
2,0.0,0.12,baseline,cooperacion,False
2,0.2,1.05,baseline,cooperacion,True
2,0.4,0.15,baseline,cooperacion,False
2,60.0,0.25,tarea,cooperacion,False
2,60.2,1.30,tarea,cooperacion,True
2,60.4,1.25,tarea,cooperacion,True
2,60.6,0.30,tarea,cooperacion,False
3,0.0,0.20,baseline,competencia,False
3,0.2,0.22,baseline,competencia,False
3,0.4,1.15,baseline,competencia,True
3,60.0,0.35,tarea,competencia,False
3,60.2,1.45,tarea,competencia,True
3,60.4,1.50,tarea,competencia,True
3,60.6,0.40,tarea,competencia,False
4,0.0,0.15,baseline,cooperacion,False
4,0.2,1.10,baseline,cooperacion,True
4,0.4,0.17,baseline,cooperacion,False
4,60.0,0.30,tarea,cooperacion,False
4,60.2,1.20,tarea,cooperacion,True
4,60.4,1.25,tarea,cooperacion,True
4,60.6,0.35,tarea,cooperacion,False
5,0.0,0.10,baseline,competencia,False
5,0.2,0.12,baseline,competencia,False
5,0.4,1.00,baseline,competencia,True
5,0.6,0.14,baseline,competencia,False
5,0.8,0.16,baseline,competencia,False
5,60.0,0.25,tarea,competencia,False
5,60.2,1.35,tarea,competencia,True
5,60.4,1.45,tarea,competencia,True
5,60.6,1.40,tarea,competencia,True
5,60.8,0.50,tarea,competencia,False
5,61.0,0.30,tarea,competencia,False
5,61.2,1.30,tarea,competencia,True
5,61.4,1.40,tarea,competencia,True
5,61.6,0.45,tarea,competencia,False
5,61.8,0.25,tarea,competencia,False
5,62.0,1.35,tarea,competencia,True
5,62.2,0.40,tarea,competencia,False
5,62.4,0.20,tarea,competencia,False
5,62.6,1.25,tarea,competencia,True
5,62.8,1.30,tarea,competencia,True
5,63.0,0.35,tarea,competencia,False
